Course,Age at enrollment,Daytime/evening attendance,Area,Caste,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target,Previous Qualification
Physics,10,1,Haryana,Bania,1,0,1,1,Male,0,12.15384615,11.90909091,11.1,0.6,2.02,Enrolled,7
Computer Science,15,1,Punjab,Kewet,1,0,0,1,Male,0,14,13.66666667,12.4,0.5,1.79,Graduate,9
Music,15,1,Pondicherry,F.C.,1,0,0,0,Male,0,16.5,13.8,11.1,0.6,2.02,Enrolled,6
Computer Science,16,1,Uttar Pradesh,Verma,1,0,0,1,Male,0,18,13.33333333,10.8,1.4,1.74,Dropout,6
Biology,10,1,Nagaland,Asari,0,0,0,1,Male,0,11.28571429,11.77777778,16.2,0.3,-0.92,Enrolled,9
Physics,12,1,Lakshadweep,Kol,1,0,0,1,Male,1,0,0,9.4,-0.8,-3.12,Graduate,9
Physics,12,1,Tamil Nadu,S.C.,1,1,0,1,Male,0,0,0,10.8,1.4,1.74,Enrolled,6
Art,10,1,Haryana,"Badai (Khati, Carpenter)",1,0,0,1,Male,0,14,12,11.1,0.6,2.02,Enrolled,7
Computer Science,13,1,Andhra Pradesh,Gada,1,0,0,1,Male,0,13.75,12,9.4,-0.8,-3.12,Enrolled,8
Art,13,1,Sikkim,Kalar,0,0,0,0,Male,0,13.25,11,12.7,3.7,-1.7,Dropout,6
Economics,11,1,Gujarat,Van Nair,0,0,0,1,Male,1,14.25,14.75,12.7,3.7,-1.7,Graduate,7
Economics,15,1,Jammu & Kashmir,Kol,0,0,0,0,Male,0,0,0,9.4,-0.8,-3.12,Dropout,7
Other,13,0,Kerala,Guvati,0,0,0,0,Male,0,11.25,11.33333333,7.6,2.6,0.32,Dropout,7
Computer Science,15,1,Mizoram,Bangali,1,0,0,1,Male,1,13.5,12.5,12.4,0.5,1.79,Graduate,7
Sociology,15,1,Uttar Pradesh,Kalar,0,0,0,1,Male,1,12.66666667,12.85714286,16.2,0.3,-0.92,Graduate,7
English,14,1,Chhattisgarh,Kahar,1,0,0,1,Male,1,15.16666667,12.33333333,12.4,0.5,1.79,Graduate,9
Geography,13,1,Orissa,Marer,0,0,0,1,Male,0,13.16666667,15.14285714,11.1,0.6,2.02,Dropout,8
Biology,15,1,Meghalaya,Addi Dirvisa,0,0,1,1,Male,0,11.8,11.44444444,8.9,1.4,3.51,Enrolled,9
Geography,14,1,Uttar Pradesh,Sc/Pl,0,0,0,1,Male,0,11.5,0,13.9,-0.3,0.79,Enrolled,6
English,12,1,Punjab,Darji (Tailor),1,0,0,1,Male,0,14.5,11.33333333,12.4,0.5,1.79,Graduate,9
Music,15,1,Bihar,Banji,1,0,0,1,Male,0,13.4,10.66666667,9.4,-0.8,-3.12,Enrolled,7
Physics,15,1,Andaman & Nicobar Islands,Kushwaha,1,0,1,0,Male,0,0,0,12.7,3.7,-1.7,Graduate,7
Economics,16,1,Madhya Pradesh,Sanyasi,1,0,0,1,Male,1,10.8,12.5,11.1,0.6,2.02,Dropout,8
Political Science,16,1,West Bengal,Othei,0,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,9
Biology,15,1,Lakshadweep,Vellar,0,0,1,0,Male,0,11.42857143,12,15.5,2.8,-4.06,Dropout,6
Biology,15,1,Tamil Nadu,Kumrawat,0,0,0,1,Male,0,12.5,11.6,15.5,2.8,-4.06,Dropout,9
Economics,12,1,Pondicherry,Gomolu,0,0,0,1,Male,0,13.5,12.33333333,8.9,1.4,3.51,Enrolled,9
Sociology,16,1,Nagaland,Jaiswal,0,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,6
Economics,16,1,Bihar,Dada Achi,1,0,0,1,Male,1,12.75,11.5,13.9,-0.3,0.79,Graduate,7
Music,15,1,Haryana,Manigaicr,1,0,0,1,Male,0,11.33333333,12.33333333,15.5,2.8,-4.06,Enrolled,8
Biology,13,1,Haryana,Vidivar,0,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,7
Music,10,1,Maharashtra,Gahatra,1,0,0,1,Male,0,11.4,12.4,8.9,1.4,3.51,Enrolled,9
Music,15,1,Ladakh,Kahi,1,0,0,1,Male,0,14.42857143,14.57142857,13.9,-0.3,0.79,Graduate,6
Psychology,12,1,Karnataka,Mehteer,0,0,0,1,Male,0,12.49285714,11.7125,16.2,0.3,-0.92,Graduate,7
Chemistry,16,0,Dadra & Nagar Haveli,Kallar,0,0,0,1,Male,0,11.5,11,10.8,1.4,1.74,Dropout,6
Other,15,0,Dadra & Nagar Haveli,Bamam,0,0,0,1,Male,0,11.2,12.8,7.6,2.6,0.32,Graduate,9
Economics,12,1,Chandigarh,Thevar,1,0,0,0,Male,0,12,11,9.4,-0.8,-3.12,Dropout,6
Psychology,16,1,Madhya Pradesh,Kurma,1,0,0,1,Male,0,15.88571429,15.88571429,10.8,1.4,1.74,Graduate,6
Psychology,14,1,Ladakh,Addi Dirvisa,0,0,1,0,Male,0,12.94,11.58,12.4,0.5,1.79,Dropout,6
Chemistry,10,0,Dadra & Nagar Haveli,Soni (Sunar),0,0,0,0,Male,0,14,14.16666667,9.4,-0.8,-3.12,Graduate,8
Physics,12,1,Telangana,Kurma,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Graduate,9
Psychology,14,1,Himachal Pradesh,Vijmar,0,0,1,0,Male,0,0,0,15.5,2.8,-4.06,Dropout,7
Other,10,0,Goa,Yadev,0,0,0,1,Male,0,0,0,8.9,1.4,3.51,Dropout,8
Other,11,0,Lakshadweep,M.B.C.,1,0,0,1,Male,0,11.25,11,7.6,2.6,0.32,Dropout,6
Geography,16,1,Mizoram,Asrai,0,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,7
Chemistry,10,0,Goa,Goad,0,0,0,0,Female,0,11.25,0,10.8,1.4,1.74,Dropout,9
Other,16,0,Nagaland,Slaute,0,0,0,1,Female,0,10.66666667,12.5,9.4,-0.8,-3.12,Enrolled,8
Chemistry,14,0,Assam,Panika,1,0,0,1,Female,0,11.8,10.66666667,7.6,2.6,0.32,Graduate,9
Economics,13,1,Uttar Pradesh,Marer,1,0,0,1,Male,0,11.625,11.18181818,7.6,2.6,0.32,Graduate,9
Political Science,15,1,Madhya Pradesh,Asooy,1,0,0,1,Male,0,0,0,9.4,-0.8,-3.12,Dropout,6
English,11,1,Meghalaya,Goad,1,1,0,1,Male,1,10.25,11.25,12.7,3.7,-1.7,Dropout,9
Other,16,0,West Bengal,Goad,1,0,0,1,Male,0,10.8,11.35714286,9.4,-0.8,-3.12,Graduate,6
Physics,14,1,Uttar Pradesh,Vinta,1,0,0,0,Male,1,12.54545455,12.66666667,8.9,1.4,3.51,Graduate,6
Biology,16,1,Madhya Pradesh,Kirishmam Vahaj,0,0,0,1,Male,0,13.57142857,13.4,8.9,1.4,3.51,Enrolled,8
History,15,1,Madhya Pradesh,Pillai,0,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,7
Other,10,0,Meghalaya,Ambacam,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,9
Biology,11,1,Haryana,Muslim/Sayd,1,0,0,1,Male,0,14.77777778,12.2,13.9,-0.3,0.79,Graduate,7
Biology,14,1,West Bengal,Cristan,0,0,0,1,Male,0,0,0,16.2,0.3,-0.92,Dropout,6
Geography,11,1,Punjab,Mooppar,0,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,9
Economics,11,1,Gujarat,Mooppar,0,0,0,0,Male,0,0,0,12.7,3.7,-1.7,Dropout,7
Other,16,0,Maharashtra,Murg,0,0,0,0,Male,0,0,0,15.5,2.8,-4.06,Dropout,6
Art,16,1,Jharkhand,Kamalar,0,0,0,1,Male,1,11.4,11.6,9.4,-0.8,-3.12,Graduate,7
Biology,14,1,Punjab,Banji,0,0,0,1,Male,0,11.66666667,10.85714286,15.5,2.8,-4.06,Dropout,9
Geography,16,1,Arunachal Pradesh,Sudhar,1,0,0,1,Male,0,11.28571429,13,9.4,-0.8,-3.12,Dropout,8
Music,10,1,Kerala,Dhimer,0,0,0,1,Male,1,11.5,12.6,10.8,1.4,1.74,Graduate,7
Other,10,0,Lakshadweep,Gujar,0,0,0,1,Male,1,16,16,8.9,1.4,3.51,Graduate,9
Music,13,1,Uttar Pradesh,Vasudev,1,0,0,1,Male,1,12.5,12.66666667,10.8,1.4,1.74,Dropout,8
Geography,13,1,Orissa,Sachiyar,1,0,0,1,Male,0,12,13,7.6,2.6,0.32,Enrolled,6
History,15,1,Sikkim,Jhhimmer,0,0,0,1,Male,0,0,11.66666667,9.4,-0.8,-3.12,Enrolled,6
Geography,13,1,Daman & Diu,Julaha,1,0,0,1,Male,0,13,12.6,9.4,-0.8,-3.12,Graduate,9
Biology,13,1,Madhya Pradesh,Majhe,0,0,0,1,Male,0,13.71428571,12.08333333,15.5,2.8,-4.06,Graduate,8
Geography,13,1,Karnataka,Konavar,1,0,0,1,Male,1,12.33333333,12.5,11.1,0.6,2.02,Dropout,6
Biology,10,1,Himachal Pradesh,Konavar,1,0,0,0,Male,0,12.72727273,12.7,15.5,2.8,-4.06,Dropout,6
Art,14,1,Madhya Pradesh,Naidu,0,0,0,1,Male,0,14,0,9.4,-0.8,-3.12,Dropout,9
Economics,11,1,Chhattisgarh,Patkar,1,0,0,0,Male,0,0,0,8.9,1.4,3.51,Dropout,6
Chemistry,14,0,Andaman & Nicobar Islands,Guvati,0,0,0,1,Male,0,11.4,11,7.6,2.6,0.32,Enrolled,8
Art,14,1,Lakshadweep,Cheltian,0,0,0,1,Male,0,0,10,9.4,-0.8,-3.12,Dropout,9
Biology,14,1,Nagaland,Vasudev,0,0,0,1,Male,0,18.875,17.69230769,16.2,0.3,-0.92,Graduate,6
Foreign Language,16,1,Himachal Pradesh,Kandyadr,0,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,6
Psychology,13,1,Goa,Padaychi,0,0,0,1,Male,0,11.33333333,12.6,16.2,0.3,-0.92,Enrolled,7
Other,10,0,Maharashtra,Manigaicr,1,0,0,1,Male,0,13.5,16.2,8.9,1.4,3.51,Dropout,6
Sociology,13,1,Maharashtra,Naidu,0,0,0,1,Male,0,15,10,16.2,0.3,-0.92,Graduate,9
Geography,13,1,Assam,Reddy,0,0,1,0,Male,0,0,0,12.4,0.5,1.79,Dropout,8
Other,13,0,Lakshadweep,Ambalm,0,0,0,1,Male,0,14.22222222,12.8,12.7,3.7,-1.7,Dropout,6
Physics,13,1,Rajasthan,Guvati,0,0,1,0,Male,0,0,0,9.4,-0.8,-3.12,Enrolled,9
Biology,12,1,Jharkhand,Cheltian,0,0,1,0,Male,0,12,0,15.5,2.8,-4.06,Dropout,9
History,12,1,Tamil Nadu,Cheltian,1,0,0,1,Male,0,12.6,12,12.7,3.7,-1.7,Graduate,7
Physics,10,1,Bihar,Harjan,0,0,0,1,Male,0,15.08333333,13.08333333,8.9,1.4,3.51,Enrolled,6
Geography,11,1,Goa,Gada,0,0,0,1,Male,1,0,0,9.4,-0.8,-3.12,Dropout,7
Biology,13,1,Orissa,Marer,1,0,0,1,Male,0,14.5,15.3,16.2,0.3,-0.92,Graduate,6
English,12,1,Daman & Diu,Basade,0,0,0,1,Male,0,14.5,13.5,11.1,0.6,2.02,Graduate,9
Economics,11,1,Jharkhand,Vinta,0,0,0,1,Male,0,10,13,7.6,2.6,0.32,Enrolled,6
Geography,16,1,Delhi,Chettiar,0,0,0,1,Male,0,0,0,12.4,0.5,1.79,Dropout,6
Economics,14,1,Manipur,Asooy,0,0,0,1,Male,0,11.6,13.2,12.4,0.5,1.79,Graduate,6
Music,10,1,Rajasthan,Mehteer,0,0,0,1,Male,0,11.75,0,15.5,2.8,-4.06,Dropout,8
Sociology,10,1,Telangana,Akamow Door,1,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,7
Physics,11,1,Kerala,Milala,1,0,0,1,Male,0,0,0,9.4,-0.8,-3.12,Dropout,6
Sociology,16,1,Uttar Pradesh,Kallar,1,0,1,1,Male,1,0,0,8.9,1.4,3.51,Dropout,9
Other,13,0,Ladakh,Dilai,0,0,1,0,Male,0,11.25,11.8,10.8,1.4,1.74,Dropout,7
Computer Science,16,1,Ladakh,Guvati,1,0,1,1,Male,0,11.57142857,0,13.9,-0.3,0.79,Dropout,8
Geography,12,1,Himachal Pradesh,Pollar,1,0,0,1,Male,0,10,16,10.8,1.4,1.74,Enrolled,6
Biology,15,1,Pondicherry,Vashnav,0,0,0,1,Male,1,13.83333333,12.3,15.5,2.8,-4.06,Enrolled,6
English,12,1,Tripura,Patkar,1,0,0,1,Male,0,12.75,12.66666667,12.4,0.5,1.79,Dropout,7
Economics,13,1,Kerala,Cristan,1,0,0,1,Male,0,0,0,10.8,1.4,1.74,Dropout,7
Computer Science,15,1,Orissa,Tshima Miar,1,0,0,1,Male,0,11.6,11,13.9,-0.3,0.79,Enrolled,7
History,11,1,Gujarat,Naidu,0,0,0,0,Male,0,0,0,12.7,3.7,-1.7,Dropout,7
Art,16,1,Himachal Pradesh,Pillai,1,0,0,1,Male,0,11.25,10.33333333,10.8,1.4,1.74,Dropout,7
Biology,13,1,Ladakh,Tshima Miar,0,0,0,0,Male,0,0,0,13.9,-0.3,0.79,Dropout,9
Music,14,1,Punjab,Muslman (Syed),0,0,0,1,Male,0,14.33333333,15,15.5,2.8,-4.06,Graduate,6
Chemistry,13,0,Andaman & Nicobar Islands,Slaute,0,0,1,0,Male,0,0,0,16.2,0.3,-0.92,Dropout,8
Psychology,16,1,Jammu & Kashmir,Parmyiar,1,0,0,1,Male,1,13.5,13.5,7.6,2.6,0.32,Graduate,8
Sociology,13,1,Nagaland,Varua,1,0,0,1,Male,0,12.66666667,12.2,7.6,2.6,0.32,Enrolled,9
Psychology,16,1,Sikkim,Kamalar,1,0,0,1,Male,0,12.44428571,11.34714286,12.4,0.5,1.79,Graduate,9
Economics,15,1,Rajasthan,Ambacam,1,0,0,1,Male,0,10.66666667,11.33333333,9.4,-0.8,-3.12,Dropout,9
Physics,16,1,Gujarat,Schedule Caste,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Enrolled,7
English,10,1,West Bengal,Konar,0,0,0,1,Male,1,12.66666667,12.4,12.4,0.5,1.79,Graduate,8
Other,10,0,Tripura,Naveethm,0,0,0,1,Male,0,13.2,14.83333333,10.8,1.4,1.74,Graduate,6
Biology,13,1,Pondicherry,Harjan,0,0,0,1,Male,0,12.7,12.18181818,8.9,1.4,3.51,Graduate,8
Economics,11,1,Ladakh,Lular,0,0,0,1,Male,0,14.83333333,14.8,15.5,2.8,-4.06,Graduate,9
Biology,12,1,Gujarat,Sudhar,0,0,0,0,Male,0,11.5,12,15.5,2.8,-4.06,Dropout,7
Art,11,1,Kerala,Schedule Caste,0,0,0,1,Male,0,0,0,12.7,3.7,-1.7,Dropout,8
Economics,11,1,Bihar,Satnami,1,0,0,1,Male,0,0,0,12.4,0.5,1.79,Dropout,9
Economics,10,1,Manipur,Soni (Sunar),1,0,0,1,Male,0,12.66666667,12.5,9.4,-0.8,-3.12,Enrolled,9
Sociology,10,1,Dadra & Nagar Haveli,Suryavansi,1,0,0,1,Male,1,14.71428571,12.5,8.9,1.4,3.51,Graduate,7
Music,12,1,Madhya Pradesh,Reddy,1,0,0,1,Male,0,13.66666667,10.25,9.4,-0.8,-3.12,Enrolled,8
Economics,11,1,Madhya Pradesh,Monchi,0,0,0,1,Male,0,10.8,13.5,8.9,1.4,3.51,Enrolled,8
Chemistry,14,0,Delhi,Chipa,0,0,1,0,Male,0,10.5,10.42857143,12.4,0.5,1.79,Dropout,7
Biology,14,1,Pondicherry,Yadev,0,0,0,1,Male,0,15,12.5,13.9,-0.3,0.79,Graduate,9
Music,15,1,Chandigarh,Barber/Nai,0,0,1,1,Male,1,12.66666667,14,16.2,0.3,-0.92,Graduate,6
Music,13,1,Rajasthan,Nisad,1,0,0,1,Male,0,13.16666667,13.66666667,7.6,2.6,0.32,Graduate,9
Physics,14,1,Chandigarh,Parmyiar,1,0,0,1,Male,1,0,0,10.8,1.4,1.74,Graduate,6
Chemistry,11,0,Chandigarh,Patkar,1,0,0,1,Female,0,13,12.5,9.4,-0.8,-3.12,Graduate,8
Physics,12,1,Haryana,Vidivar,0,0,0,1,Male,1,0,0,15.5,2.8,-4.06,Dropout,8
Political Science,12,1,Maharashtra,Rathor,0,1,1,1,Female,0,10,15,16.2,0.3,-0.92,Dropout,9
History,12,1,Manipur,Dilai,0,0,0,1,Female,0,13.33333333,13.375,12.4,0.5,1.79,Graduate,9
Chemistry,11,0,Daman & Diu,Vasudev,0,0,0,1,Female,0,12.33333333,13.33333333,11.1,0.6,2.02,Graduate,9
Maths,11,1,Himachal Pradesh,Chipa,0,0,0,1,Female,0,13.18181818,11.64285714,8.9,1.4,3.51,Graduate,7
Psychology,10,1,Goa,Dhoby,0,0,0,1,Female,1,12.51333333,13.07142857,12.4,0.5,1.79,Graduate,8
Foreign Language,15,1,Meghalaya,Rawat,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Psychology,14,1,Rajasthan,Rawat,1,0,0,1,Female,1,13.58571429,13.58571429,12.7,3.7,-1.7,Graduate,8
Physical Education,10,1,Arunachal Pradesh,Basod,1,0,0,1,Female,0,11.15555556,11.425,12.7,3.7,-1.7,Graduate,8
Chemistry,16,0,Haryana,Majhe,0,0,0,1,Male,1,11.85714286,12,13.9,-0.3,0.79,Graduate,7
Physics,16,1,Chandigarh,Asari,0,0,0,1,Male,1,0,0,9.4,-0.8,-3.12,Graduate,9
English,16,1,Pondicherry,Chaman,0,0,0,1,Male,0,14,13.61538462,15.5,2.8,-4.06,Graduate,6
Music,12,1,Madhya Pradesh,Nisad,1,0,0,0,Female,0,12,0,10.8,1.4,1.74,Dropout,7
Psychology,15,1,Manipur,Basade,1,0,0,1,Female,0,11.575,12.42,12.4,0.5,1.79,Enrolled,6
Psychology,14,1,Orissa,Muslman (Syed),1,0,0,1,Female,0,13.19857143,13.0625,11.1,0.6,2.02,Graduate,6
History,11,1,Chandigarh,Kirishmam Vahaj,0,0,0,1,Female,0,13.5,12,12.4,0.5,1.79,Graduate,9
Art,16,1,Chhattisgarh,Shikari Pardhi,1,0,0,1,Female,0,13.33333333,12.8,8.9,1.4,3.51,Dropout,7
Geography,16,1,Haryana,Jaiswal,1,0,0,1,Male,0,14.25,10,8.9,1.4,3.51,Enrolled,8
English,13,1,Maharashtra,Sudhar,0,0,0,1,Female,1,12.16666667,12,9.4,-0.8,-3.12,Graduate,7
Psychology,16,1,Assam,Thevar,1,0,0,1,Female,1,12.21428571,12.21428571,12.7,3.7,-1.7,Graduate,9
Sociology,16,1,Andhra Pradesh,Adiwari,0,0,0,1,Female,1,12.66666667,13,13.9,-0.3,0.79,Graduate,8
Music,13,1,Bihar,Othei,1,0,0,1,Female,1,12.28571429,13.5,8.9,1.4,3.51,Graduate,7
Sociology,14,1,Kerala,Yadav,1,0,0,1,Female,1,13,13,12.4,0.5,1.79,Graduate,6
Sociology,14,1,Jammu & Kashmir,Sudhar,1,0,0,1,Female,0,12.14285714,11.16666667,8.9,1.4,3.51,Graduate,6
Psychology,12,1,Tripura,Vallalam,1,0,0,1,Female,1,13.87571429,13.08571429,11.1,0.6,2.02,Graduate,6
Foreign Language,14,1,Ladakh,Jasodi,0,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,6
Political Science,14,1,Orissa,Muddim,1,0,0,1,Female,1,11.66666667,0,15.5,2.8,-4.06,Dropout,6
History,11,1,Tamil Nadu,Mooppar,1,0,0,1,Female,0,13.15384615,11,15.5,2.8,-4.06,Graduate,6
English,15,1,Chandigarh,Julaha,1,0,0,1,Female,1,14.5,12.83333333,12.4,0.5,1.79,Dropout,8
Psychology,11,1,Assam,Ahir,1,0,0,1,Female,1,14.44142857,13.65625,11.1,0.6,2.02,Graduate,9
Music,12,1,Chhattisgarh,Padaiachi,1,0,0,1,Female,0,15.16666667,14.28571429,12.4,0.5,1.79,Graduate,6
Economics,12,1,Himachal Pradesh,Ambacam,0,0,0,1,Female,1,11.6,12.625,10.8,1.4,1.74,Graduate,7
Music,15,1,Meghalaya,Dhobi (Washerman),1,0,1,1,Female,0,11.66666667,12.33333333,16.2,0.3,-0.92,Graduate,6
Biology,16,1,Meghalaya,Lodhi,0,0,0,1,Female,1,12.625,13.2,16.2,0.3,-0.92,Graduate,9
Political Science,14,1,Bihar,Banji,1,0,0,1,Female,1,12.66666667,11,9.4,-0.8,-3.12,Graduate,7
Computer Science,11,1,Lakshadweep,Goundel,1,0,0,1,Female,1,12.83333333,13,8.9,1.4,3.51,Enrolled,7
Political Science,16,1,Madhya Pradesh,Adiwari,1,0,0,1,Female,1,11.85714286,13.14285714,12.4,0.5,1.79,Graduate,9
Foreign Language,10,1,Daman & Diu,Pal,1,0,0,1,Female,0,11.4,10.75,12.7,3.7,-1.7,Enrolled,8
Computer Science,14,1,Tamil Nadu,Sowrstra,0,0,0,1,Female,0,14.85714286,15.14285714,9.4,-0.8,-3.12,Enrolled,6
Art,16,1,Tamil Nadu,Addi Dirvisa,0,0,0,1,Female,0,14.71428571,15.83333333,12.4,0.5,1.79,Graduate,6
Art,11,1,Karnataka,Baba,0,1,1,1,Female,0,13.5,13,8.9,1.4,3.51,Graduate,8
Computer Science,11,1,Bihar,Asooy,1,0,0,1,Female,1,11.5,12.4,10.8,1.4,1.74,Graduate,9
Economics,12,1,Meghalaya,Kewamkat,0,0,0,1,Female,0,14,0,12.4,0.5,1.79,Dropout,9
Foreign Language,14,1,Ladakh,Kewet,0,0,0,1,Female,1,12.83333333,0,13.9,-0.3,0.79,Dropout,8
Physical Education,15,1,Gujarat,Sahu (Oilman),0,0,0,1,Female,1,13.42857143,14.75,15.5,2.8,-4.06,Graduate,6
English,15,1,Mizoram,Brahmin,0,0,0,1,Female,0,0,0,8.9,1.4,3.51,Dropout,7
Biology,11,1,Himachal Pradesh,Konar,0,0,0,1,Female,0,11.66666667,11.5,15.5,2.8,-4.06,Enrolled,8
Music,11,1,Andhra Pradesh,Sutare,1,0,0,1,Female,0,16,14.33333333,12.4,0.5,1.79,Graduate,9
Political Science,13,1,Nagaland,Anjari,1,0,0,1,Female,0,13.83333333,11.83333333,10.8,1.4,1.74,Graduate,8
Psychology,12,1,Meghalaya,Verma,1,0,0,1,Female,0,13.2325,13.2325,9.4,-0.8,-3.12,Graduate,9
Music,11,1,Lakshadweep,Kahi,1,0,0,1,Male,1,14,14.16666667,9.4,-0.8,-3.12,Graduate,8
Sociology,14,1,Maharashtra,Brahmin,1,0,1,1,Male,1,10,0,13.9,-0.3,0.79,Dropout,9
Chemistry,14,0,Chandigarh,Gomolu,1,0,0,1,Female,0,13.33333333,12.27272727,13.9,-0.3,0.79,Graduate,9
English,16,1,Ladakh,Suryavansi,1,0,0,1,Female,1,12.5,14.33333333,12.7,3.7,-1.7,Enrolled,9
Chemistry,14,0,Dadra & Nagar Haveli,Naidu,0,0,0,1,Female,0,12.5,11.5,12.7,3.7,-1.7,Graduate,6
Other,15,0,Jharkhand,Parmyiar,1,0,1,1,Male,0,10.5,0,7.6,2.6,0.32,Dropout,6
Geography,15,1,Madhya Pradesh,Padaychi,1,0,1,1,Male,0,10.66666667,11.33333333,8.9,1.4,3.51,Enrolled,8
Geography,11,1,Rajasthan,Kumbhi,1,0,0,1,Male,0,10.5,10.5,7.6,2.6,0.32,Enrolled,7
Economics,15,1,Himachal Pradesh,Kahar,0,0,0,1,Female,0,12,11.4,11.1,0.6,2.02,Graduate,6
Physics,15,1,Tripura,Rajput,1,0,0,1,Female,0,0,0,12.4,0.5,1.79,Enrolled,9
Economics,14,1,Gujarat,Muredhia,0,0,0,1,Female,0,11.5,10.66666667,13.9,-0.3,0.79,Enrolled,6
Music,16,1,Tamil Nadu,Bhunjwa,1,0,0,1,Female,0,14,13.5,11.1,0.6,2.02,Dropout,8
Foreign Language,12,1,Manipur,Vidivar,1,0,0,1,Female,0,13.5,12.6,7.6,2.6,0.32,Graduate,8
Psychology,15,1,Arunachal Pradesh,Raghuransi,1,0,0,1,Female,0,13.07375,13.07375,9.4,-0.8,-3.12,Graduate,9
Psychology,16,1,Bihar,F.C.,0,0,0,1,Female,0,10.75,0,16.2,0.3,-0.92,Dropout,8
Political Science,13,1,Meghalaya,Pillai,0,0,0,1,Female,0,12,0,9.4,-0.8,-3.12,Enrolled,7
Sociology,10,1,Himachal Pradesh,Gada,1,0,0,1,Female,1,14,13.33333333,10.8,1.4,1.74,Graduate,8
Political Science,15,1,Mizoram,Basod,0,0,0,1,Male,0,12.33333333,13.42857143,11.1,0.6,2.02,Graduate,6
Psychology,16,1,Andaman & Nicobar Islands,Meher,0,0,0,1,Female,1,13.46428571,14.78888889,12.4,0.5,1.79,Graduate,6
Chemistry,11,0,Kerala,Muredhia,0,0,0,1,Female,0,10.66666667,11.2,15.5,2.8,-4.06,Enrolled,6
Economics,12,1,Manipur,Rawat,0,0,1,1,Female,0,11.6,12.2,7.6,2.6,0.32,Enrolled,8
Music,16,1,Rajasthan,Chawhan,1,0,0,1,Female,1,13.66666667,14.66666667,16.2,0.3,-0.92,Graduate,7
Psychology,11,1,West Bengal,Thevar,0,0,1,1,Female,0,14.4025,14.4025,9.4,-0.8,-3.12,Graduate,8
Psychology,16,1,West Bengal,Kurmi,1,0,0,1,Female,0,15.46875,16.3875,11.1,0.6,2.02,Graduate,7
Political Science,11,1,Bihar,Thevar,0,0,1,1,Female,0,12.625,14.16666667,12.7,3.7,-1.7,Graduate,8
Psychology,10,1,Karnataka,Panika,1,0,0,1,Female,0,14.98333333,14.98333333,7.6,2.6,0.32,Graduate,7
Music,16,1,Meghalaya,Manikpuri,1,0,0,1,Female,1,15,13,11.1,0.6,2.02,Graduate,8
Chemistry,10,0,Uttar Pradesh,Dhoby,0,0,0,1,Female,0,15.88888889,14.14285714,12.7,3.7,-1.7,Graduate,8
History,16,1,Madhya Pradesh,Bangali,1,0,1,1,Female,0,11.5,11,16.2,0.3,-0.92,Dropout,6
Sociology,13,1,Goa,Gujar,1,0,0,1,Female,0,10.5,10,10.8,1.4,1.74,Dropout,7
Psychology,10,1,Tripura,Gahatra,1,0,0,1,Female,0,13.98333333,13.98333333,7.6,2.6,0.32,Graduate,8
Political Science,14,1,Jharkhand,Sudre,0,0,0,1,Female,0,13,12.83333333,10.8,1.4,1.74,Graduate,8
Political Science,16,1,Lakshadweep,Kanojia,1,0,0,1,Female,1,13.66666667,13,10.8,1.4,1.74,Graduate,7
Biology,12,1,Punjab,Addi Dirvisa,1,0,0,0,Female,0,0,0,15.5,2.8,-4.06,Dropout,7
Economics,13,1,Chandigarh,Basade,0,0,0,1,Female,0,14.4,15.4,7.6,2.6,0.32,Graduate,6
Other,10,0,Maharashtra,Ambalm,0,0,0,1,Female,0,12,11.25,12.7,3.7,-1.7,Enrolled,8
Foreign Language,10,1,Assam,Kahi,1,0,0,1,Female,0,14.16666667,13.66666667,7.6,2.6,0.32,Graduate,6
Chemistry,11,0,Tamil Nadu,Soni (Sunar),1,0,0,1,Female,0,12.2,12,7.6,2.6,0.32,Graduate,7
Economics,16,1,Tamil Nadu,Chawhan,1,0,0,1,Female,0,12,12.66666667,9.4,-0.8,-3.12,Enrolled,6
Economics,14,1,Himachal Pradesh,Kurma,1,0,0,1,Female,0,10.5,11,12.7,3.7,-1.7,Enrolled,6
Foreign Language,14,1,Daman & Diu,Kachhi,0,0,0,1,Female,0,12.33333333,10.5,12.7,3.7,-1.7,Dropout,8
Foreign Language,10,1,Nagaland,Asari,1,0,0,1,Female,0,12.2,12.2,10.8,1.4,1.74,Enrolled,7
